Name,TSM,LCV,LCB (500),LCG,MCV,MCB,MCG,SCV,SCB,SCG,Micro Cap,REIT,Int'l Dev,EM,Total Int'l,Pacific,Europe,Int'l Value,Int'l Small,LTT,ITT,STT,TBM,STB,TBILL,IT Corp.,Wellington,Wellesley,Windsor,COMM,GOLD,Energy,Health,Precious Metals,Windsor II,ST Munis,IT Munis,LT Munis,ST Invest. Grade,Hi-Yield Corp. Bd,TIPS,Global Bd,Int'l Bd,Extended Mkt,Total World Mkt,Momentum Factor,Quality Factor,Min Vol Factor,Value Factor,Dividend Growth,High Dividends,LT STRIPS,Inflation
Symbol,VTSMX,VIVAX,VFINX,VIGRX,VMVIX,VIMSX,VMGIX,VISVX,NAESX,VISGX,BRSIX,VGSIX,VDVIX,VEIEX,VGTSX,VPACX,VEURX,EFV,VFSVX,VUSTX,VFITX,VFISX,VBMFX,VBISX,VUSXX,VCIT,VWELX,VWINX,VWNDX,GSG,IAU,VGENX,VGHCX,FSAGX,VWNFX,VWSTX,VWITX,VWLTX,VFSTX,VWEHX,VIPSX,BNDW,VTIBX,VEXMX,VTWSX,MTUM,QUAL,USMV,VLUE,VDAIX,VHDYX,EDV,CPI-U
1963,21.03931224,22.65968993,22.592413,20.81462325,21.9221797,19.34992348,14.45356032,20.7047338,16.32939934,11.29561394,,,,,,,,,,0.07191211,1.519231442,2.097962958,1.720609319,2.148935481,3.053645537,,11.89649,,12.67887,,,,,9.428895327,,,,,,,,,,,,,,,,,,-1.786645487,1.644736842
1964,16.29742723,16.59403465,16.26921029,14.29314238,17.99291587,15.7283107,14.73906933,22.67982636,18.42956593,14.50704805,,,,,,,,,,3.831668471,3.656190494,3.804145928,3.732770883,3.855970264,3.458223702,,10.8494,,13.9313,,,,,5.739701366,,,,,,,,,,,,,,,,,,4.524951515,0.970873786
1965,14.16069607,7.1725073,12.30365423,14.66998837,22.72964651,21.85435606,20.23101883,31.86780994,30.42841708,28.9291982,,,,,,,,,,-0.721488048,0.67479414,2.139038804,1.078306062,2.190031834,3.866493776,,5.44215,,29.1168,,,,,5.676340598,,,,,,,,,,,,,,,,,,-2.385279262,1.923076923
1966,-8.851284513,-9.565161153,-10.14863527,-11.44599426,-2.81526163,-3.500708586,-4.434921794,-7.522434683,-6.547431756,-5.39914728,,,,,,,,,,4.409722031,4.584364834,4.775537572,4.678483789,4.827846876,4.834086874,,-6.61011,,-3.30571,,,,,-9.708641853,,,,,,,,,,,,,,,,,,4.603854477,3.459119497
1967,27.22252531,16.64566914,23.71416361,26.29884258,25.00220845,27.23609516,25.79142932,52.60231738,54.46669012,52.39135608,,,,,,,,,,-7.097662035,-0.683880377,3.091629986,0.186098298,3.143098598,4.309374057,,8.15392,,31.50465,,,,,37.60478987,,,,,,,,,,,,,,,,,,-13.45219109,3.039513678
1968,13.07875441,13.60098858,10.88515413,5.167595609,22.55015649,18.21757903,13.21429413,32.89453271,29.81604346,26.22143479,,,,,,,,,,-1.956096799,2.849793995,4.459576161,3.261426492,4.511727721,5.269893447,,7.92213,,21.39612,,,,,20.95996445,,,,,,,,,,,,,,,,,,-8.733669297,4.719764012
1969,-10.36674001,-14.49760652,-8.531574721,-2.97748822,-17.83723485,-13.91511405,-10.23871523,-21.3237412,-20.67492358,-20.33661579,,,,,,,,,,-6.409907816,0.019490685,2.565162765,0.713522824,2.616368538,6.629558743,,-7.83168,,-3.78224,,,,,-19.45806933,,,,,,,,,,,,,,,,,,-8.187687316,6.197183099
1970,-0.139804274,8.790191576,3.748993554,-2.422140132,7.685126167,1.372594844,-2.221932051,-0.020525144,-6.745787224,-13.10772128,-18.46153846,-0.259325753,-11.81092143,,-14.51732056,-12.97825653,-10.87572312,-12.00418368,,17.13790599,14.03509922,12.18977651,13.91598962,12.24578738,6.757702895,16.4157086,6.40489,6.270248758,6.35197,14.24317618,5.928360916,,,16.06839527,,,,,,,,,,,-2.16887913,,,,,,,18.08943109,5.570291777
1971,15.98761734,11.18400074,14.14054917,20.3918413,16.32054868,20.90824718,23.07798384,18.14626168,21.66603597,25.58819908,17.64764268,15.84879314,29.37175459,,31.5428554,37.24288425,26.00079223,29.08824243,,8.893806857,9.013266692,7.149062983,8.676140159,7.202557273,4.523419663,7.61257504,8.87602,15.03293,7.4706,20.17600404,16.42909847,,,-6.522644487,,,,,,,,,,,19.33721249,,,,,,,6.245017609,3.266331658
1972,16.67665269,15.22478071,18.82857444,19.65169871,8.963186265,8.57530904,6.887427564,8.345067467,8.672117058,7.999511362,-1.310173697,7.729902254,36.11730777,,38.85053644,105.8719032,14.09978994,35.81901305,,-2.452656678,3.020156093,3.417189377,3.187563293,3.468820525,3.917623534,3.208517834,10.98989,9.74782,10.20835,41.36940797,48.37990973,,,60.68190232,,,,,,,,,,,23.31403813,,,,,,,-13.3384718,3.406326034
1973,-18.17455562,-9.723860115,-14.80806539,-21.30349878,-14.53816244,-22.01697845,-26.9023431,-25.95970791,-31.58477859,-36.61024259,-42.46153846,-15.73616772,-15.06699585,,-11.53890104,-21.52945784,-9.008927775,-15.25312256,,0.938123752,3.748483847,4.326336537,3.897243828,4.378421578,6.799144436,1.438992705,-11.83276,-3.48639,-25.02237,73.65351581,72.52707984,,,91.98863581,,,,,,,,,,,-14.6679669,,,,,,,-11.22647266,8.705882353
1974,-27.1420012,-22.1040896,-26.57005225,-30.51256395,-22.51826034,-26.57654982,-30.10721633,-24.10951876,-27.98737796,-30.79247658,-27.69230769,-21.60656266,-23.29473002,,-19.6916738,-21.68253837,-24.26634429,-23.46282604,,4.813114526,4.094910053,5.824683223,4.499407445,5.877516315,7.91002264,-5.927342339,-17.72844,-6.43198,-16.80382,38.4753577,65.73266166,,,10.87261414,,,,,,,,,,,-24.62316945,,,,,,,-1.12171334,12.33766234
1975,38.55602157,39.01855406,37.03667913,32.81657843,49.94517437,45.65990263,41.58588721,54.78523056,53.78264745,52.66077436,74.48138958,18.98789861,35.16228777,,30.79450002,25.53915868,41.08538593,36.61719295,36.54783995,8.115533196,6.072269881,8.143940127,6.533204381,8.197931111,6.030394738,16.61991482,25.18141,17.45854,54.49476,-17.83844535,-24.98646146,,,-23.65034009,,,,,,,,,,,34.24068528,,,,39.02169266,,,7.207728553,6.936416185
1976,26.5827841,33.41444369,23.75383689,17.48653269,43.40263249,35.40312459,29.34312862,50.13902969,44.25748565,39.18952308,54.00496278,47.20958794,2.364525367,6.592915016,2.155724878,20.61024883,-8.041256663,3.636648278,3.544587081,16.86889539,13.92235673,10.01996008,15.42685971,10.70394408,4.968896498,19.25834126,23.3621,23.2835,46.41218,-12.57935512,-4.338974311,,,-28.47756037,,,,,12.35528942,,,,,,14.49311748,,16.97499905,,31.05228382,,33.77519897,13.57931345,4.864864865
1977,-4.393848612,-4.650025782,-7.842,-9.081205023,2.948779487,1.1296524,0.195731716,14.77772578,14.88840073,14.25203683,22.18362283,22.10097269,17.85664054,6.587986733,15.93948473,12.73106336,21.58312695,22.11576489,22.41759924,-0.251445162,0.985862261,3.222437563,2.882009166,3.461656077,5.131783066,3.091109197,-4.37632,4.26708,0.98231,9.548400865,22.33357128,,,32.84024613,,,,,4.614008792,,,,,,1.808256079,,-11.05433338,,-6.272476268,,0.850021145,0.525506127,6.701030928
1978,7.339724386,4.500170567,5.87145,6.626894445,7.102662649,7.407475982,7.026363558,17.06854443,16.79792488,16.37927631,27.19602978,10.0508882,32.39708764,13.9840809,31.20188661,47.60453209,21.56797715,34.31601684,35.40060607,-1.637177086,0.193902111,2.863909088,1.241807007,2.814093623,7.017923388,0.286682061,5.31875,3.61309,8.76503,30.62651873,36.66954167,,,9.691019406,,1.90194,-4.53524,-5.76343,3.183176905,,,,,,17.99217622,,6.152612332,,5.137258324,,1.839604801,-4.522604111,9.017713366
1979,22.448572,20.34280723,18.04743,23.69299191,28.04756063,32.29110512,32.49814281,35.1198795,42.82719377,50.54913817,40.52605459,35.50393647,4.573073416,19.10228996,9.234951313,-4.223563583,12.01576784,3.472678604,4.833646944,-0.73341339,3.806202603,7.383938726,1.776622141,6.932339676,10.21344187,-2.180383159,13.54024,6.19841,22.55357,32.81537606,131.2802066,,,176.484212,,4.78076,-1.57055,-2.96706,5.198994683,5.46397,,,,,12.45638818,,14.25821129,,16.21041773,,18.00167003,-18.59719085,13.29394387
1980,32.62432594,24.20204652,31.91568,39.33525007,21.45261015,32.279125,40.98796177,25.14810332,38.36127706,51.97380531,29.7369727,24.04635704,22.37072661,6.587986733,23.25569367,35.36352398,11.61189225,18.96529942,23.87125734,-3.132461125,0.898454931,7.913867796,2.551290854,7.661368698,11.59567614,-0.358894681,22.58373,11.88017,22.61776,10.25731622,12.27656051,,,64.51830395,,5.29504,-10.34959,-15.99653,7.591364196,3.39081,,,,,27.47928831,,36.70201664,,28.34575666,,21.60683088,-22.51846821,12.51629726
1981,-3.784701418,1.085923929,-5.2058,-11.45982829,7.260378198,2.223295385,-1.099733676,14.63453366,1.854181594,-9.40720193,7.751861042,5.727883353,-2.444046998,-20.33176865,-4.021505505,7.539343145,-12.68621437,5.699751613,-2.540080837,0.174212636,6.153064968,11.7198062,6.089382892,11.61235305,14.98116027,2.879876421,2.90372,8.67168,16.75854,-23.58207681,-32.77234178,,,-19.87059686,,8.29508,-7.3986,-11.15259,11.31721411,9.4315,,,,,-3.488216377,,-6.589841522,,3.126745017,,10.61977681,-26.66322338,8.922363847
1982,20.83083683,19.83438155,20.97211,20.25172207,29.57447841,23.05025016,21.63832829,28.27812226,24.73481454,20.75341147,27.59305211,21.28531285,-2.024279585,-31.76969172,-1.471480724,-6.896451516,3.699251908,-1.049017875,-2.595247133,41.48023629,31.39107346,22.61508604,32.42252307,23.43288994,11.36762214,39.10528411,24.54664,23.30151,21.71902,10.72817488,15.56015621,,,51.8507706,,10.15313,31.06497,38.55567,25.1167242,27.49855,,,,,11.06139057,30.44005745,19.74360387,,21.27761904,,32.1671074,79.80423216,3.829787234
1983,21.80946675,28.06758511,21.29289,15.7869422,30.52691476,23.61283285,22.49423154,38.37500235,28.91289966,19.90608968,35.8808933,30.29731409,23.48153741,13.97881089,23.62615128,25.64794856,20.64148015,25.33660998,27.03832287,1.781630049,4.189391467,8.461619701,8.195831428,8.801505331,8.620856431,9.195120954,23.57188,18.60342,30.06014,15.38982401,-17.166909,,,8.755023477,,5.0614,6.49717,9.50138,9.10626,15.09312,,,,,23.04595807,16.96223358,16.4591943,,24.5369657,,25.61490422,-18.33219534,3.790983607
1984,4.363890553,9.910891484,6.21232,-1.120594989,1.316332181,1.254907552,-4.641793312,2.075936795,-7.457732369,-15.98780392,-20.1191067,20.61366596,7.199744592,16.63905557,2.772541549,12.84125309,0.359176568,2.713001665,3.144577849,14.56358134,13.24930174,13.73739286,14.97465778,14.01744024,9.865448084,16.54156321,10.70329,16.64026,19.47383,0.298279626,-19.57866839,,,-22.91768134,,6.79832,9.53248,8.55327,14.22665,7.8586,,,,-1.925743648,5.573530378,-0.823013493,8.495671399,,8.548736387,,14.98230861,20.6263624,3.948667325
1985,31.98522069,31.29199361,31.22808,32.6290606,32.52859131,31.78652591,32.17558901,30.76168602,30.82290989,30.72054886,24.88337469,18.78769971,55.89926042,27.36085745,50.53785948,38.666322,78.46695081,61.14967166,51.16378993,31.30007551,23.59848325,15.23473169,21.91987347,15.35243124,7.603345702,23.97477616,28.52701,27.41386,28.02618,9.193652701,5.736307949,14.42603,45.76106,-2.024182756,31.06955352,6.95311,17.33125,20.77418,14.89754,21.9901,23.59848325,16.14946548,10.99480675,31.74205038,41.50062582,32.36589121,33.06685213,32.55517231,32.39833111,33.06685213,37.03994168,67.37628806,3.798670465
1986,16.02756141,19.77622043,18.06083,15.16613757,17.6444755,18.00120784,17.32707855,7.207642492,5.499917787,3.385353264,-0.337468983,18.84884857,69.1524479,11.37923973,65.03379168,92.93627514,43.47797526,67.58373461,57.29164758,23.84616226,17.26848606,11.02993878,15.0920905,11.21909511,6.076895524,16.45169463,18.40192,18.33793,20.27371,1.285059542,18.67516032,12.69611,21.42032,18.06387226,21.40886,7.38737,16.21497,19.37918,11.41779,16.85756,17.26848606,13.49523588,11.25163216,11.52635881,42.52868445,22.69232725,24.87720617,17.34900058,17.15547013,24.87720617,26.81197088,60.20863074,1.0978957
1987,1.527860995,0.327942498,4.7053,5.126834382,-2.377765139,0.058542693,2.564803606,-7.286498961,-8.955634507,-10.64630874,-15.55334988,-3.890483664,24.42084975,13.9840809,24.02727889,39.29290701,3.392249826,30.30217625,27.62020936,-2.9259,0.329221355,4.777243201,1.14053,4.849512851,5.751217184,2.485286489,2.27501,-1.91812,1.22799,22.8524666,24.20081484,6.13393,-0.50007,40.50397295,-2.13846,4.10856,1.63863,-1.14383,4.45971,2.65135,0.329221355,5.594057173,9.130710784,-3.712204371,16.54181134,2.333128839,4.187295089,3.754314252,3.511565995,4.187295089,-0.173938448,-22.49906954,4.43438914
1988,17.86498902,22.95108316,16.21994,11.07781771,24.37767915,19.59929826,12.70950708,29.22528265,24.80549296,20.14335144,20.14888337,13.19213675,28.05113603,39.56048521,27.17125906,34.64288537,15.50744256,29.75492776,28.40158406,9.15186,6.169279458,5.786326173,7.3813,6.134130259,6.511320325,9.147057985,16.10765,13.61423,28.69659,26.98257694,-15.41493302,21.36558,28.405,-12.45420122,24.72498,5.60626,10.00182,12.23914,6.95061,13.55381,6.169279458,8.076925785,8.973998766,19.74694695,23.71559187,7.06287409,15.65086535,15.73966092,19.63249861,15.65086535,20.28891162,12.12095621,4.419410745
1989,28.67984821,24.97769791,31.36494,35.69297195,22.46257379,26.0572369,31.23556866,12.21357134,16.06540387,19.93950283,4.714640199,8.558908969,10.34890208,63.94266231,11.39662029,2.26569923,28.17605013,14.41312723,22.92235811,17.93267,14.75426672,11.36159877,13.69684,11.52886693,8.262367737,14.00622526,21.60455,20.93268,15.02477,37.25142457,-3.143481127,43.45169,32.95381,22.03623949,27.82581,7.07728,10.00321,11.54143,11.45483,1.89063,14.75426672,8.754533465,3.977978351,24.0958578,16.97151894,42.77106599,36.61186679,35.68220047,28.71031966,36.61186679,32.6555622,30.08836853,4.647302905
1990,-6.091471939,-8.239163422,-3.32467,-0.428601378,-16.24183465,-11.647979,-5.312828593,-21.92302821,-18.1271,-17.56680995,-31.79156328,-15.57068544,-23.57660633,-11.10278359,-23.1747717,-34.58898305,-4.095069104,-21.96258046,-23.90477191,5.78015,7.909913411,9.556941242,8.64814,9.529399421,7.669492544,6.978882962,-2.80736,3.75698,-15.50073,28.11654026,-3.352584694,-1.36737,16.7945,-17.19999955,-9.98461,6.57056,7.19799,6.81513,9.22988,-5.8456,7.909913411,8.682129242,5.744284702,-14.04524278,-16.67602311,1.514014027,3.805526133,-2.01491508,-6.159526606,5.488077883,-5.541928348,-2.694976362,6.106264869
1991,34.48172558,24.33862434,30.22153,41.03024858,37.66131864,41.27167436,46.75254322,41.43410907,45.25944,50.90006513,46.96774194,35.34391913,11.93575193,58.92371093,13.30720293,10.65006,12.40014,9.857174472,7.710756651,17.43011,16.26489762,12.7354941,15.24739,12.97238885,5.633813409,18.4243383,23.6485,21.56714,28.55032,-6.833053075,-8.7859987,0.28333,46.32266,-6.142178793,28.69517,7.19815,12.16122,13.49865,13.07778,29.00833,16.26489762,14.12701416,10.74425698,41.84984706,18.74163134,36.87335389,42.33470734,28.86904549,29.08242581,38.3089788,23.95632607,18.79322902,3.064275037
1992,9.646494907,13.39214336,7.42328,4.812259159,21.44808791,16.14300945,8.505585095,28.89073501,18.20273,7.565732809,32.98263027,14.29255839,-12.32153071,10.71616662,-11.47494651,-18.17365,-3.31816,-11.5469731,-14.92670015,7.4047,7.78,6.74675,7.13927,6.667850592,3.355510943,8.615694158,7.92632,8.67424,16.49908,3.64519258,-5.969346329,6.10194,-1.56915,-3.088196826,11.99077,4.71279,8.85495,9.30212,7.19486,14.24035,7.330278403,7.018533834,6.28034312,12.46608484,-4.840666112,4.33205124,2.365124541,6.421177608,8.70375188,9.921806615,3.911362065,6.81525963,2.900652647
1993,10.62439,18.34944,9.89239,1.52737,15.5695542,15.45632484,15.17065502,19.81249127,18.70362,15.77791115,24.64516129,19.34434589,32.33559141,73.75798211,34.13927244,35.46424,29.12756,39.36378701,33.0968228,16.78703,11.43246,6.40677,9.68232,6.939363725,2.99216,12.07956016,13.51607,14.64942,19.36887,-12.98101457,17.3880463,26.51885,11.80581,78.67982313,13.60278,3.82239,11.55274,13.45181,7.06653,18.24025,11.7385533,11.14834596,13.67210204,14.49030811,22.89536379,13.21579067,-1.863110769,11.82682235,10.38893066,4.138714798,9.201982077,40.94259517,2.748414376
1994,-0.16865,-0.73178,1.17592,2.88978,-3.195110514,-3.49927021,-3.901741044,-0.849480213,-0.50789,-2.799595061,-3.702233251,2.903150707,7.595160963,-7.888324229,6.027665296,13.04418,1.87577,10.59986765,8.7200609,-7.03823,-4.32623,-0.57529,-2.65599,-0.864092719,3.98754,-3.999720428,-0.48705,-4.43598,-0.14916,4.509263674,-2.413716825,-1.6262,9.5392,-15.45649964,-1.16496,1.69619,-2.12166,-5.7575,-0.08109,-1.71265,-5.117835093,-3.664985034,-4.833990817,-1.763931545,5.602925869,-1.087434631,5.788044981,0.127592718,0.34754775,0.742657816,-1.35810541,-20.14262965,2.674897119
1995,35.78528,36.93743,37.44574,38.0637,34.23872567,33.18656959,32.09461764,26.30073591,28.74006,36.17455123,29.49875931,14.96802175,11.01903994,0.55661,9.31359606,2.74766,22.2811,10.8326043,-0.036791436,30.09321,20.44167,12.1091,18.18152,12.88668744,5.66213,22.16027566,32.9224,28.91028,30.14546,19.43628326,0.726656939,25.31845,45.17376,11.20042923,38.83409,5.91876,13.64473,18.71966,12.73563,19.15286,20.96573674,17.9018508,17.17116479,33.7966443,19.14868877,42.32106783,39.90338019,36.5882031,39.35891915,34.4193821,44.30694803,60.91884037,2.538410154
1996,20.96198,21.86296,22.877,23.7392,21.22642952,20.26380463,18.70047415,23.28876255,18.11808,13.64560864,16.28784119,34.91587014,5.86703146,15.82934,6.073262892,-7.8231,21.25503,8.413571534,1.924222453,-1.25415,1.91815,4.39244,3.58002,4.552118907,5.25643,3.212029027,16.1881,9.41932,26.36052,32.9201038,-4.78583902,33.99663,21.35981,19.92042406,24.18353,3.68743,4.19648,4.41463,4.78807,9.5444,1.723879132,6.976436431,11.92258029,17.64643666,12.94932445,29.82998087,30.3516572,14.98476675,23.16497684,20.71075715,22.49668926,-8.955391445,3.32247557
1997,30.99493,29.76686,33.19051,36.342,36.82449498,28.36339738,20.36876345,34.47094154,24.59029,14.34562822,21.53846154,18.773,1.605165953,-16.82422,-0.77364,-25.66938,24.23482,1.08463376,-18.86073507,13.9042,8.95729,6.39143,9.44208,7.037473265,5.29352,10.15665048,23.23472,20.19044,21.97461,-14.71106329,-21.63608305,14.88996,28.56603,-39.38519109,32.37456,4.07119,7.08151,9.28858,6.94599,11.90727,1.876247505,10.06804617,10.73346068,26.68753857,15.04395237,36.89133779,32.95195431,30.20754362,32.63680088,35.27045856,34.28743421,29.0152893,1.702395965
1998,23.26422,14.64283,28.6171,42.20514,1.323910393,9.073353852,17.03319131,-5.29556985,-2.61333,6.430290873,-1.80723,-16.32448,19.79321419,-18.12303,15.60284,2.40946,28.86013,17.22323734,4.781958438,13.05121,10.60622,7.36001,8.58218,7.629230792,5.18404,8.49697256,12.05797,11.84279,0.81199,-36.2239637,-1.074330026,-20.52862,40.80147,-8.640328801,16.35943,4.31702,5.7597,6.01955,6.56734,5.61802,3.740403206,9.671469324,11.91839196,8.352824784,22.44203422,48.75422604,45.29304856,22.82444638,21.13903414,16.64958464,16.97789394,19.7368542,1.611903286
1999,23.81314,12.56826,21.06845,28.75916,2.005426484,15.31871,70.21039223,3.34959,23.13292,19.80008,31.49284,-4.03932,26.74884173,61.57163,29.91922,57.05415,16.61607,23.64230102,32.32413377,-8.65849,-3.52199,1.8493,-0.75857,2.0781953,4.73976,-2.678125312,4.40622,-4.13626,11.57077,39.87177667,0.59978615,20.97687,7.04916,8.357741581,-5.80676,2.58463,-0.50288,-3.52928,3.30395,2.55146,2.189363616,0.695676408,2.002906576,36.21808192,26.17221309,40.42261658,19.96765885,7.637092345,11.15411124,-5.51469763,-4.771742386,-19.84598781,2.684563758
2000,-10.57467,6.08133,-9.05616,-22.20862,22.23875943,18.09763,-26.42586999,21.8782,-2.66505,1.5885,0.67033,26.34829,-14.35699089,-27.5573,-15.6142,-25.7365,-8.17709,-3.518469504,-18.26436349,19.72221,14.0309,8.83403,11.39285,8.841961242,5.98725,10.21138268,10.40232,16.17189,15.88923,48.62842851,-5.679384656,36.43406,60.52797,-18.05300746,16.86153,4.9062,9.24136,13.32127,8.17383,-0.87969,12.95402752,10.24147144,8.989455327,-15.51385618,-11.50280039,-9.601361459,-9.555746332,2.678647708,1.437204964,9.96010312,8.788690226,33.36272609,3.386809269
2001,-10.96591,-11.87547,-12.02314,-12.92861,8.582092496,-0.49924,-20.57927114,13.69723,3.10001,-0.77609,23.98271,12.35464,-21.99881163,-2.87734,-20.15305,-26.33513,-20.3048,-18.83769444,-14.83231619,4.30805,7.54739,7.79786,8.42821,8.879030608,4.15931,9.447639515,4.18592,7.38514,5.72425,-32.43972839,0.495709169,-2.54887,-6.86713,24.98801723,-3.39923,4.74559,5.05426,4.54214,8.13852,2.90382,7.61065,7.145640717,6.16009665,-9.167531569,-16.21862852,-17.33302486,-9.556293573,-7.962548797,-2.413664806,10.65558114,-4.768739262,-0.646927151,1.551724138
2002,-20.96089,-20.90677,-22.14511,-23.67636,-9.865744088,-14.60845,-23.47954687,-14.19791,-20.02265,-15.40938,4.8995,3.75423,-15.68274288,-7.42976,-15.08273,-9.31594,-17.94562,-16.23339364,-5.937765413,16.67388,14.1481,8.02086,8.258,6.099355178,1.68658,11.19384061,-6.89722,4.64276,-22.25432,31.08539514,25.25647906,-0.62073,-11.36348,64.27571088,-16.86241,3.487,7.91249,10.11463,5.21886,1.73489,16.6074,8.356425302,6.704945981,-18.06348165,-19.01294008,-12.27962663,-19.59281488,-15.43435593,-22.21249073,-10.00447553,-13.38758573,20.40681523,2.376910017
2003,31.3538,32.24735,28.50192,25.92312,37.65266806,34.1419,39.99647107,37.19122,45.62812,42.88155,80.98445,35.65495,38.55506418,57.64918,40.33935,38.42446,38.7001,44.73531805,57.17625075,2.67673,2.36803,2.38316,3.97353,3.373094841,0.99134,8.892453663,20.74808,9.65514,37.00737,19.81906535,19.58870106,33.79948,26.57982,32.08742497,30.08088,1.63789,4.45952,5.21312,4.20131,17.1972,8.0041,3.015199989,2.289962639,43.42689554,34.13163617,25.98283892,20.0001576,19.80041542,31.99325557,25.18118742,24.10479023,0.456720296,1.879491432
2004,12.51571,15.28717,10.74022,7.20012,26.92800288,20.353,13.60140492,23.55207,19.89642,16.05719,19.08706,30.75949,20.15383036,26.11933,20.83684,18.83172,20.86186,23.84851084,28.97659127,7.11974,3.40293,1.03039,4.23717,1.696054409,1.17927,5.905955568,11.17481,7.57475,13.3756,16.40446817,4.38767945,36.64969,9.51003,-9.788810029,18.31332,1.12084,3.22922,4.12078,2.11242,8.51566,8.27305,4.800321073,5.124623607,18.70700744,15.92267058,16.68181973,10.01660518,14.34010078,12.89128026,15.2872152,11.66529473,15.62876986,3.255561584
2005,5.9804,7.08807,4.77444,5.08706,12.63210762,13.93064,14.80155201,6.07227,7.36353,8.63674,4.07998,11.89023,13.50842497,32.05153,15.57106,22.59379,9.25733,13.35372389,22.33812016,6.60895,2.316,1.7669,2.3957,1.308982445,2.94297,1.212474678,6.82397,3.48168,4.99099,24.61853164,17.47490777,44.59655,15.40604,40.69858239,7.00928,1.64879,2.23901,3.07277,2.19784,2.76986,2.59175,4.186672345,5.280506075,10.28550296,11.50274545,19.13367676,2.368554688,6.463679653,4.991436618,3.533041771,3.546412699,17.30766463,3.415659485
2006,15.51101,22.14851,15.64165,9.01346,17.59442043,13.59756,9.459110284,19.24381,15.63735,11.94224,11.47739,35.06987,26.16840667,29.39177,26.63694,11.98751,33.42002,29.96313579,26.5407759,1.74331,3.13647,3.76723,4.26873,4.08957326,4.70536,4.263766719,14.96895,11.2791,19.34636,-15.72402247,22.33009709,19.65764,10.8713,25.42964293,18.24604,3.26392,4.42845,5.16172,4.99057,8.23649,0.42703,3.542711286,3.059047314,14.27396973,21.96059636,10.5822384,11.84925245,14.78493874,18.05578648,17.12550112,20.87487023,-2.715229339,2.540650407
2007,5.48951,0.0851,5.38668,12.56473,-4.37261,6.02128,17.30192,-7.07234,1.15575,9.62797,-5.40148,-16.46078,11.06488284,38.90179,15.52229,4.77841,13.81877,5.844294495,10.48401057,9.24393,9.97935,7.88605,6.92174,7.221527305,4.76396,4.29631965,8.33586,5.60561,-3.29516,30.46027784,30.95238095,36.99952,4.41905,24.93151882,2.22577,4.19192,3.42685,2.54132,5.86115,2.04338,11.59172,5.232428132,4.133165826,4.327696955,12.5302829,17.62743984,10.47473237,4.154191876,1.031225463,5.525432279,1.543204322,11.27140002,4.081268583
2008,-37.03776,-35.96771,-37.0207,-38.3203,-36.64007,-41.82408,-47.07087,-32.05468,-36.07031,-39.99983,-39.48599,-37.04664,-41.31903482,-52.81448,-44.10082,-34.36249,-44.72551,-43.91619124,-50.35856196,22.51553,13.32444,6.67929,5.05267,5.428317191,2.10426,-6.986479344,-22.29532,-9.84266,-41.1047,-47.47155505,5.454545455,-42.86879,-18.45349,-20.49214462,-36.7,3.74026,-0.13904,-4.87279,-4.74422,-21.28913,-2.84652,5.48577865,5.610107272,-38.72740071,-41.86719149,-40.9744765,-30.29199904,-25.76393211,-39.76397235,-26.56358706,-32.50539843,55.41004,0.091412901
2009,28.69796,19.57619,26.48558,36.29057,37.6068,40.21791,42.54044,30.33552,36.11824,41.84794,25.95494,29.57592,28.16700145,75.97691,36.7267,21.18044,31.91336,33.81080169,62.50496798,-12.04848,-1.68526,1.44176,5.93461,4.275846116,0.24923,21.30177604,22.19587,16.02412,34.69141,15.14130053,23.44827586,38.36179,20.96477,37.99660711,27.05232,3.07016,10.21622,14.08352,14.02694,39.0876,10.8022,4.991988461,4.293585475,37.4283977,33.29890522,17.46362835,31.84080242,18.17808213,28.56217062,19.15257831,17.51524257,-36.66675,2.721331126
2010,17.09371,14.28163,14.91373,16.9581,21.63268,25.45907,28.93242,24.81802,27.71992,30.69232,24.8587,28.30477,8.270974022,18.85984,11.12092,15.76638,4.9097,3.178382638,24.96503286,8.93016,7.35455,2.6355,6.42151,3.916053999,0.01144,10.64741921,10.93701,10.64704,14.82459,7.825715754,27.93296089,13.43321,6.15838,35.2505987,10.61652,0.94842,2.13427,1.50178,5.20892,12.39886,6.16563,4.460533264,3.149827629,27.36604372,12.87168457,18.03348116,12.47878953,14.53095935,17.12992648,14.56919903,14.01912619,10.26995,1.495723527
2011,0.96204,0.99535,1.96601,1.70841,-0.44071,-2.10797,-3.84369,-4.16333,-2.80414,-1.5754,-7.8587,8.46558,-12.58259135,-18.77579,-14.56442,-14.0027,-11.60409,-12.24281683,-19.09315236,29.27743,9.79512,2.25736,7.55792,2.962889548,0.01585,7.944939093,3.85178,9.62858,-3.99668,-3.250366032,8.66084425,-1.74456,11.45425,-16.34354208,2.70375,1.59761,9.62244,10.69058,1.92581,7.13222,13.23507,5.22495216,3.804765339,-3.73110678,-7.884807587,5.927608157,8.235561619,12.69629638,0.587641944,6.049679766,10.34539561,55.80509,2.962418845
